TXNAME	GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENST00000380822	ENSG00000085231	474	761	834	1522	1525	1620
ENST00000380833	ENSG00000073464	0	7	7	30	27	22
ENST00000380834	ENSG00000138092	1	0	20	24	18	24
ENST00000380835	ENSG00000165555	0	0	1	2	1	0
ENST00000380837	ENSG00000174796	0	7	2	8	4	1
ENST00000380839	ENSG00000126522	35	64	48	21	6	2
ENST00000380840	ENSG00000163743	0	0	0	2	4	1
ENST00000380842	ENSG00000132963	5960	6171	7360	5008	5189	5000
ENST00000380843	ENSG00000101365	522	1065	899	1436	1614	1661
ENST00000380851	ENSG00000101365	73	100	98	24	22	25
ENST00000380858	ENSG00000151229	5	2	1	5	1	1
ENST00000380860	ENSG00000145740	118	109	133	152	126	133
ENST00000380861	ENSG00000047644	200	138	310	374	593	284
ENST00000380870	ENSG00000172687	33	44	51	78	89	93
ENST00000380871	ENSG00000167034	3	12	13	120	103	110
ENST00000380872	ENSG00000187134	7	9	5	53	64	40
ENST00000380877	ENSG00000104064	2	0	6	4	5	10
ENST00000380888	ENSG00000205611	3	2	3	0	0	0
ENST00000380889	ENSG00000127445	1	1	1	0	0	0
ENST00000380900	ENSG00000183527	0	0	0	0	2	1
ENST00000380902	ENSG00000140284	0	2	1	0	0	0
ENST00000380903	ENSG00000073169	3	2	0	4	2	8
ENST00000380909	ENSG00000170638	60	120	72	91	94	141
ENST00000380913	ENSG00000146950	0	2	0	0	0	1
ENST00000380916	ENSG00000175893	8	9	9	3	8	6
ENST00000380920	ENSG00000141505	13	36	14	8	9	11
ENST00000380927	ENSG00000138593	0	1	0	0	0	3
ENST00000380931	ENSG00000205622	0	0	0	1	1	1
ENST00000380946	ENSG00000067082	0	0	0	0	1	0
ENST00000380950	ENSG00000103995	14	10	5	7	13	6
ENST00000380953	ENSG00000147862	0	0	0	2	0	0
ENST00000380958	ENSG00000152520	1	0	0	1	0	0
ENST00000380962	ENSG00000205629	35	57	51	0	0	0
ENST00000380968	ENSG00000119684	0	1	2	0	2	1
ENST00000380985	ENSG00000123213	32	73	59	102	110	120
ENST00000380986	ENSG00000119782	14	18	15	102	64	107
ENST00000380991	ENSG00000119782	5	21	22	90	102	117
ENST00000380992	ENSG00000184281	0	0	1	3	5	8
ENST00000380995	ENSG00000054611	0	0	1	0	0	1
ENST00000380996	ENSG00000184281	6	8	12	14	18	17
ENST00000381000	ENSG00000087470	0	0	0	0	0	1
ENST00000381006	ENSG00000018189	41	43	64	72	70	60
ENST00000381007	ENSG00000197860	27	31	44	76	61	84
ENST00000381017	ENSG00000107186	0	1	0	0	0	0
ENST00000381019	ENSG00000100416	7	10	6	7	8	9
ENST00000381020	ENSG00000165556	0	1	0	0	0	0
ENST00000381021	ENSG00000100416	7	10	7	7	6	6
ENST00000381024	ENSG00000119778	0	1	0	0	0	0
ENST00000381026	ENSG00000180389	0	0	0	0	2	0
ENST00000381031	ENSG00000075234	24	102	43	56	62	68
ENST00000381033	ENSG00000139515	0	0	3	0	0	0
ENST00000381035	ENSG00000099785	4	4	3	16	8	14
ENST00000381037	ENSG00000205643	0	3	0	8	3	1
ENST00000381042	ENSG00000006757	63	2	147	4	3	2
ENST00000381051	ENSG00000197182	0	0	0	2	0	0
ENST00000381055	ENSG00000049192	13	5	16	60	61	32
ENST00000381061	ENSG00000130638	1	2	4	18	33	13
ENST00000381070	ENSG00000153015	52	85	89	149	136	198
ENST00000381072	ENSG00000067057	0	0	2	0	0	0
ENST00000381074	ENSG00000141485	0	0	2	0	0	0
ENST00000381077	ENSG00000130021	90	210	227	355	471	444
ENST00000381083	ENSG00000146674	0	2	1	0	1	1
ENST00000381090	ENSG00000118961	1	2	1	1	6	1
ENST00000381105	ENSG00000285756	23	4	77	0	0	0
ENST00000381106	ENSG00000285756	0	3	4	0	0	0
ENST00000381108	ENSG00000285756	3	1	1	0	0	0
ENST00000381112	ENSG00000136280	0	0	1	0	0	0
ENST00000381118	ENSG00000049167	2	2	5	2	1	1
ENST00000381124	ENSG00000105968	77	139	120	278	427	387
ENST00000381130	ENSG00000205667	1	2	2	2	2	2
ENST00000381132	ENSG00000159200	10	23	26	81	66	83
ENST00000381134	ENSG00000157399	153	324	247	1	0	3
ENST00000381140	ENSG00000122034	752	1392	1733	818	882	969
ENST00000381150	ENSG00000115884	1	1	1	2	10	9
ENST00000381151	ENSG00000198743	65	28	55	31	60	28
ENST00000381154	ENSG00000006756	27	45	52	25	36	47
ENST00000381161	ENSG00000056998	0	0	1	0	0	0
ENST00000381163	ENSG00000056998	0	0	3	0	0	0
ENST00000381165	ENSG00000167842	0	0	0	0	0	1
ENST00000381176	ENSG00000138944	17	16	20	3	1	4
ENST00000381180	ENSG00000002586	0	0	0	2	0	0
ENST00000381184	ENSG00000002586	0	0	1	3	3	2
ENST00000381187	ENSG00000002586	1	1	0	1	0	0
ENST00000381192	ENSG00000002586	22	34	43	26	31	32
ENST00000381208	ENSG00000129197	102	112	115	284	292	299
ENST00000381209	ENSG00000129197	818	1227	1241	1081	947	1005
ENST00000381214	ENSG00000103248	0	0	0	0	1	0
ENST00000381215	ENSG00000196458	0	1	0	0	0	0
ENST00000381216	ENSG00000205683	0	0	0	0	1	0
ENST00000381227	ENSG00000047315	60	10	7	183	124	82
ENST00000381231	ENSG00000291060	0	0	0	0	0	1
ENST00000381237	ENSG00000104635	0	0	0	0	0	24
ENST00000381241	ENSG00000196433	0	0	2	0	0	0
ENST00000381246	ENSG00000092470	1	0	0	2	1	3
ENST00000381249	ENSG00000240857	0	149	131	242	208	280
ENST00000381250	ENSG00000006432	3	4	3	1	3	3
ENST00000381253	ENSG00000088876	12	15	10	40	58	32
ENST00000381260	ENSG00000171476	0	0	0	0	1	0
ENST00000381271	ENSG00000087448	84	43	65	98	124	97
ENST00000381273	ENSG00000205693	1	1	1	0	0	0
ENST00000381278	ENSG00000128274	0	7	2	0	0	0
ENST00000381294	ENSG00000134352	0	0	0	1	1	1
ENST00000381295	ENSG00000090989	4	26	26	85	72	89
ENST00000381298	ENSG00000134352	10	13	13	21	18	34
ENST00000381306	ENSG00000107077	0	0	2	0	0	0
ENST00000381309	ENSG00000107077	0	0	2	1	3	5
ENST00000381311	ENSG00000108509	0	0	0	0	0	1
ENST00000381318	ENSG00000205726	0	1	1	1	0	1
ENST00000381322	ENSG00000134852	2	0	0	0	0	0
ENST00000381329	ENSG00000047056	3	0	0	0	0	0
ENST00000381333	ENSG00000169093	0	0	1	1	0	0
ENST00000381334	ENSG00000134851	38	126	94	247	306	336
ENST00000381337	ENSG00000066654	36	47	61	87	109	110
ENST00000381340	ENSG00000123104	50	26	58	68	110	90
ENST00000381342	ENSG00000125835	4541	7595	7411	9527	11322	10370
ENST00000381344	ENSG00000067064	35	64	95	238	279	292
ENST00000381346	ENSG00000072042	391	667	849	2518	2835	2480
ENST00000381359	ENSG00000140264	28	47	63	102	128	98
ENST00000381365	ENSG00000205710	1	3	1	1	0	2
ENST00000381373	ENSG00000147854	5	1	3	7	11	10
ENST00000381375	ENSG00000164287	0	0	2	0	0	0
ENST00000381395	ENSG00000167244	0	0	1	0	2	0
ENST00000381396	ENSG00000103540	0	0	3	2	0	9
ENST00000381401	ENSG00000169100	6401	10219	11573	5641	6328	6424
ENST00000381410	ENSG00000178996	91	93	135	188	165	121
ENST00000381414	ENSG00000103534	3	0	0	6	4	5
ENST00000381431	ENSG00000163069	104	186	212	536	563	672
ENST00000381440	ENSG00000205730	439	319	563	1230	1269	1035
ENST00000381441	ENSG00000109184	6	6	5	32	44	35
ENST00000381448	ENSG00000290674	1	0	0	0	0	0
ENST00000381458	ENSG00000125780	0	0	0	1	0	0
ENST00000381465	ENSG00000071575	0	0	0	1	1	0
ENST00000381474	ENSG00000185164	1	0	0	1	1	0
ENST00000381477	ENSG00000120215	0	0	0	3	0	0
ENST00000381482	ENSG00000125834	239	135	210	295	371	278
ENST00000381488	ENSG00000141480	1	7	1	9	11	12
ENST00000381489	ENSG00000180525	0	0	2	0	0	0
ENST00000381497	ENSG00000183889	8	5	9	12	24	15
ENST00000381500	ENSG00000198223	1	0	1	1	0	0
ENST00000381501	ENSG00000135605	20	35	48	46	47	57
ENST00000381513	ENSG00000066117	356	223	1	186	180	186
ENST00000381514	ENSG00000214026	0	1	0	2	0	2
ENST00000381519	ENSG00000214026	35	59	91	10	2	5
ENST00000381524	ENSG00000198223	5	14	5	0	1	2
ENST00000381525	ENSG00000169016	0	0	2	11	0	10
ENST00000381529	ENSG00000198223	1	10	11	0	1	0
ENST00000381530	ENSG00000158806	1	0	0	0	0	0
ENST00000381538	ENSG00000170448	0	0	4	6	12	2
ENST00000381539	ENSG00000187258	0	0	3	3	1	2
ENST00000381540	ENSG00000205758	0	1	0	14	19	1
ENST00000381550	ENSG00000167741	1	2	0	0	0	0
ENST00000381551	ENSG00000100311	0	3	2	1	1	8
ENST00000381554	ENSG00000205758	2	125	3	130	2	140
ENST00000381556	ENSG00000132382	1	8	5	0	1	1
ENST00000381565	ENSG00000128394	65	47	68	141	210	203
ENST00000381568	ENSG00000284554	0	0	0	1	0	0
ENST00000381571	ENSG00000169019	325	636	557	1018	1091	1083
ENST00000381573	ENSG00000120217	0	0	0	2	0	0
ENST00000381577	ENSG00000120217	13	47	51	63	82	80
ENST00000381584	ENSG00000015171	0	0	0	6	4	2
ENST00000381585	ENSG00000150873	6	1	2	23	32	18
ENST00000381604	ENSG00000015171	2	6	3	19	19	25
ENST00000381605	ENSG00000101307	0	0	0	2	3	1
ENST00000381624	ENSG00000174898	0	0	1	1	3	1
ENST00000381627	ENSG00000107014	1	0	0	1	0	0
ENST00000381639	ENSG00000291146	28	19	32	70	72	66
ENST00000381645	ENSG00000291015	0	0	0	3	0	0
ENST00000381646	ENSG00000244627	4	0	0	0	0	1
ENST00000381647	ENSG00000205765	0	2	16	112	61	0
ENST00000381652	ENSG00000096968	1	0	0	1	3	4
ENST00000381653	ENSG00000088833	0	0	0	2	2	2
ENST00000381669	ENSG00000128298	22	4	25	0	0	0
ENST00000381677	ENSG00000132357	0	4	1	3	3	2
ENST00000381679	ENSG00000159140	47	27	32	20	35	23
ENST00000381683	ENSG00000100129	0	1	0	1	0	0
ENST00000381685	ENSG00000115761	51	156	145	186	206	209
ENST00000381692	ENSG00000159140	0	0	0	1	3	2
ENST00000381697	ENSG00000214562	1	0	2	1	1	1
ENST00000381707	ENSG00000184923	1	1	4	1	2	4
ENST00000381714	ENSG00000140382	0	0	1	2	0	5
ENST00000381715	ENSG00000088832	0	2	0	1	0	0
ENST00000381718	ENSG00000139496	0	2	2	3	1	8
ENST00000381719	ENSG00000088832	229	304	351	505	645	625
ENST00000381724	ENSG00000088832	0	5	5	14	17	23
ENST00000381730	ENSG00000120158	0	0	0	0	0	1
ENST00000381733	ENSG00000104763	5	14	15	24	29	28
ENST00000381736	ENSG00000139496	5	13	17	34	44	44
ENST00000381750	ENSG00000120158	331	502	490	322	325	394
ENST00000381756	ENSG00000100083	0	0	0	1	0	0
ENST00000381760	ENSG00000154277	0	0	0	2	0	0
ENST00000381765	ENSG00000115756	0	0	0	0	0	3
ENST00000381774	ENSG00000103381	372	453	565	753	769	845
ENST00000381782	ENSG00000179299	2	2	2	0	0	3
ENST00000381783	ENSG00000175575	0	0	1	0	1	0
ENST00000381786	ENSG00000171848	3	3	2	4	5	2
ENST00000381793	ENSG00000163694	0	4	4	0	0	1
ENST00000381795	ENSG00000163694	0	0	0	2	4	1
ENST00000381799	ENSG00000168421	5	0	2	3	10	6
ENST00000381800	ENSG00000205791	53	65	64	39	52	28
ENST00000381801	ENSG00000139505	2	9	8	0	12	24
ENST00000381811	ENSG00000293349	0	0	0	1	2	0
ENST00000381812	ENSG00000125775	0	0	0	8	7	17
ENST00000381813	ENSG00000205795	0	0	0	3	8	7
ENST00000381815	ENSG00000159131	1	84	71	3	85	103
ENST00000381831	ENSG00000159131	1	0	0	1	2	3
ENST00000381839	ENSG00000159131	0	0	1	1	3	0
ENST00000381841	ENSG00000104760	0	0	1	0	0	0
ENST00000381843	ENSG00000113569	0	2	1	0	3	0
ENST00000381844	ENSG00000134308	0	5	1	4	0	0
ENST00000381846	ENSG00000121897	13	25	29	43	23	29
ENST00000381848	ENSG00000214456	0	1	0	8	2	0
ENST00000381852	ENSG00000212127	3	7	6	14	7	8
ENST00000381854	ENSG00000106993	79	134	125	141	154	177
ENST00000381869	ENSG00000129422	0	1	0	0	0	1
ENST00000381870	ENSG00000040531	6	0	6	4	0	1
ENST00000381873	ENSG00000101298	0	2	0	4	4	4
ENST00000381879	ENSG00000168781	2	0	0	1	1	1
ENST00000381883	ENSG00000205808	67	71	74	106	77	108
ENST00000381884	ENSG00000151849	0	1	0	0	0	0
ENST00000381886	ENSG00000187555	0	0	0	1	0	0
ENST00000381887	ENSG00000163960	0	0	0	0	0	1
ENST00000381897	ENSG00000035928	2	4	6	17	16	0
ENST00000381898	ENSG00000125818	4	1	0	1	1	0
ENST00000381901	ENSG00000205809	0	3	0	0	0	0
ENST00000381902	ENSG00000205809	4	10	12	1	0	0
ENST00000381903	ENSG00000205810	0	1	0	0	0	0
ENST00000381920	ENSG00000067365	138	234	210	231	264	236
ENST00000381922	ENSG00000101280	0	0	0	1	1	2
ENST00000381930	ENSG00000109790	20	14	17	8	12	14
ENST00000381937	ENSG00000152620	8	19	10	24	21	24
ENST00000381938	ENSG00000121895	1	2	0	0	0	0
ENST00000381941	ENSG00000125898	24	20	14	12	9	17
ENST00000381944	ENSG00000101276	0	0	0	6	7	3
ENST00000381947	ENSG00000177692	0	0	0	0	23	0
ENST00000381955	ENSG00000103174	0	2	0	0	0	1
ENST00000381967	ENSG00000169299	74	187	209	301	306	332
ENST00000381971	ENSG00000107249	1	2	1	1	0	0
ENST00000381980	ENSG00000154274	11	29	29	1	6	11
ENST00000381982	ENSG00000133488	0	0	0	0	1	0
ENST00000381989	ENSG00000102699	0	2	5	8	1	5
ENST00000381990	ENSG00000136235	2	15	13	182	171	199
ENST00000381995	ENSG00000159128	4	8	1	8	17	10
ENST00000382004	ENSG00000080298	0	0	2	0	0	0
ENST00000382020	ENSG00000104723	170	270	252	820	874	925
ENST00000382021	ENSG00000168724	0	0	0	0	4	0
ENST00000382031	ENSG00000166963	1	0	1	11	11	17
ENST00000382038	ENSG00000113456	45	32	55	39	34	50
ENST00000382040	ENSG00000134321	1	0	4	160	109	131
ENST00000382043	ENSG00000100503	0	0	0	0	3	0
ENST00000382044	ENSG00000067369	154	77	155	90	148	97
ENST00000382051	ENSG00000157765	1	2	0	6	6	13
ENST00000382070	ENSG00000005339	3	0	3	0	0	4
ENST00000382072	ENSG00000242110	4	6	10	19	24	30
ENST00000382079	ENSG00000273294	0	0	0	0	1	2
ENST00000382085	ENSG00000242110	1	2	8	8	4	10
ENST00000382093	ENSG00000182551	1	2	0	10	5	7
ENST00000382095	ENSG00000182957	0	1	1	0	1	0
ENST00000382100	ENSG00000147852	0	1	0	0	0	0
ENST00000382103	ENSG00000109618	9	21	18	39	34	56
ENST00000382108	ENSG00000182957	1	0	1	0	1	2
ENST00000382110	ENSG00000171853	3	4	0	5	4	3
ENST00000382111	ENSG00000100150	0	0	0	0	0	1
ENST00000382120	ENSG00000109610	9	25	8	257	420	343
ENST00000382123	ENSG00000244242	0	0	0	69	51	52
ENST00000382125	ENSG00000032389	279	693	671	603	617	664
ENST00000382133	ENSG00000205861	5	15	17	18	28	20
ENST00000382142	ENSG00000150712	1	5	3	14	25	21
ENST00000382145	ENSG00000205863	0	0	0	10	6	9
ENST00000382148	ENSG00000185774	0	0	1	0	0	0
ENST00000382151	ENSG00000241878	1	5	13	23	29	36
ENST00000382159	ENSG00000176533	101	102	93	188	173	246
ENST00000382172	ENSG00000027001	26	57	50	58	50	97
ENST00000382181	ENSG00000125826	2	1	1	1	0	0
ENST00000382183	ENSG00000080503	0	0	0	1	0	0
ENST00000382185	ENSG00000080503	0	0	2	5	5	0
ENST00000382191	ENSG00000136527	7	11	20	18	42	27
ENST00000382192	ENSG00000122386	3	11	8	2	2	6
ENST00000382199	ENSG00000073792	9	7	14	3	3	1
ENST00000382213	ENSG00000008517	0	0	0	0	1	1
ENST00000382214	ENSG00000125826	0	1	0	1	1	0
ENST00000382215	ENSG00000205885	3	5	6	1	1	3
ENST00000382224	ENSG00000178177	20	6	10	11	18	16
ENST00000382225	ENSG00000205890	0	0	0	2	6	0
ENST00000382226	ENSG00000178177	6	1	2	10	12	9
ENST00000382238	ENSG00000159110	0	0	0	1	0	0
ENST00000382240	ENSG00000127564	0	0	0	0	1	1
ENST00000382243	ENSG00000284128	0	0	0	1	0	0
ENST00000382247	ENSG00000163257	5	7	18	9	28	24
ENST00000382252	ENSG00000205903	19	10	19	11	15	18
ENST00000382264	ENSG00000159110	36	58	57	46	43	62
ENST00000382267	ENSG00000136240	0	0	0	1	1	0
ENST00000382275	ENSG00000145526	0	0	0	2	0	1
ENST00000382276	ENSG00000137090	5	1	4	9	7	6
ENST00000382280	ENSG00000162078	104	148	118	0	0	0
ENST00000382285	ENSG00000125841	3	3	6	8	8	4
ENST00000382291	ENSG00000125841	225	497	480	609	683	805
ENST00000382293	ENSG00000107104	0	0	0	0	1	0
ENST00000382303	ENSG00000107104	0	1	0	0	2	2
ENST00000382315	ENSG00000250510	1	0	0	3	2	0
ENST00000382321	ENSG00000122512	0	0	0	1	0	0
ENST00000382348	ENSG00000184221	0	0	1	0	0	0
ENST00000382353	ENSG00000102678	17	21	17	2	1	0
ENST00000382361	ENSG00000075618	38	64	28	360	409	541
ENST00000382368	ENSG00000155034	345	131	259	243	309	218
ENST00000382369	ENSG00000196476	53	82	67	106	116	107
ENST00000382374	ENSG00000165487	77	184	134	133	160	214
ENST00000382375	ENSG00000205930	1	0	2	5	7	7
ENST00000382376	ENSG00000186458	0	0	0	0	0	2
ENST00000382378	ENSG00000205930	0	1	1	2	1	0
ENST00000382384	ENSG00000157954	38	47	39	63	65	71
ENST00000382389	ENSG00000172785	4	7	11	19	24	11
ENST00000382393	ENSG00000172785	3	534	1	0	87	4
ENST00000382395	ENSG00000137449	0	0	0	0	0	1
ENST00000382404	ENSG00000147996	0	0	0	0	0	1
ENST00000382405	ENSG00000147996	50	106	60	152	126	128
ENST00000382406	ENSG00000151327	0	1	0	0	0	1
ENST00000382421	ENSG00000111641	1	2	1	1	0	0
ENST00000382422	ENSG00000198604	0	13	0	1	0	1
ENST00000382436	ENSG00000215126	1	1	0	2	1	2
ENST00000382438	ENSG00000109705	1	0	1	7	9	3
ENST00000382447	ENSG00000172785	44	97	79	74	61	54
ENST00000382448	ENSG00000168970	1	3	2	8	4	4
ENST00000382450	ENSG00000167965	1	0	0	0	0	1
ENST00000382456	ENSG00000161203	1	2	2	1	2	0
ENST00000382464	ENSG00000129493	21	16	20	28	50	18
ENST00000382466	ENSG00000180776	3	3	9	5	6	7
ENST00000382480	ENSG00000109625	0	0	0	0	2	0
ENST00000382483	ENSG00000183638	2	2	0	13	14	5
ENST00000382488	ENSG00000205959	0	0	0	1	0	0
ENST00000382491	ENSG00000159082	0	0	0	1	1	1
ENST00000382492	ENSG00000169777	0	0	0	1	4	1
ENST00000382494	ENSG00000114770	5	28	25	79	90	80
ENST00000382496	ENSG00000112902	0	1	0	31	20	28
ENST00000382500	ENSG00000170122	1	3	3	0	1	0
ENST00000382519	ENSG00000010278	4	5	1	2	1	3
ENST00000382533	ENSG00000150459	3	1	2	7	12	4
ENST00000382543	ENSG00000196526	0	0	0	0	1	0
ENST00000382549	ENSG00000159079	12	4	7	14	9	5
ENST00000382564	ENSG00000205981	77	91	109	168	196	189
ENST00000382580	ENSG00000183765	1	9	8	8	15	7
ENST00000382581	ENSG00000179010	1701	2588	3020	3595	3800	3887
ENST00000382584	ENSG00000163728	2	0	1	4	4	5
ENST00000382611	ENSG00000170561	0	0	0	1	2	1
ENST00000382614	ENSG00000206013	0	0	0	1	3	1
ENST00000382641	ENSG00000206028	0	0	0	1	1	0
ENST00000382647	ENSG00000171421	44	51	79	50	66	58
ENST00000382666	ENSG00000180185	25	48	42	69	75	55
ENST00000382668	ENSG00000180185	2	5	7	3	7	8
ENST00000382671	ENSG00000185627	68	131	117	76	57	62
ENST00000382686	ENSG00000168488	37	42	31	48	44	50
ENST00000382708	ENSG00000092010	115	35	50	11	17	18
ENST00000382710	ENSG00000206053	0	0	0	0	1	0
ENST00000382711	ENSG00000206053	0	0	0	0	1	1
ENST00000382723	ENSG00000163132	0	3	3	79	68	58
ENST00000382734	ENSG00000291087	81	132	156	287	262	283
ENST00000382740	ENSG00000243287	1	0	0	1	0	0
ENST00000382743	ENSG00000142082	32	42	52	59	51	87
ENST00000382745	ENSG00000103249	8	30	10	21	21	42
ENST00000382751	ENSG00000142207	37	22	45	40	17	46
ENST00000382754	ENSG00000150456	1	1	0	1	1	2
ENST00000382758	ENSG00000150456	108	173	168	74	107	98
ENST00000382762	ENSG00000177951	238	349	327	216	227	240
ENST00000382771	ENSG00000206075	6	31	20	295	331	296
ENST00000382788	ENSG00000159788	99	47	81	32	36	26
ENST00000382824	ENSG00000147364	1	0	1	3	0	3
ENST00000382840	ENSG00000185275	2	0	8	0	1	4
ENST00000382844	ENSG00000165474	5	3	5	2	1	1
ENST00000382850	ENSG00000049759	1	0	0	0	0	0
ENST00000382874	ENSG00000121741	0	1	5	1	7	0
ENST00000382881	ENSG00000121741	6	5	1	3	2	0
ENST00000382882	ENSG00000185049	1	0	0	0	1	0
ENST00000382883	ENSG00000121741	0	1	2	1	2	0
ENST00000382905	ENSG00000132950	0	2	4	3	0	0
ENST00000382907	ENSG00000132950	20	23	25	58	59	62
ENST00000382909	ENSG00000132950	0	0	0	0	2	0
ENST00000382927	ENSG00000082212	0	1	0	0	0	2
ENST00000382938	ENSG00000034053	0	0	0	6	4	7
ENST00000382948	ENSG00000141644	0	1	0	0	0	0
ENST00000382968	ENSG00000178222	19	41	55	19	26	27
ENST00000382974	ENSG00000099917	1	7	9	5	1	8
ENST00000382985	ENSG00000165792	0	0	0	1	0	0
ENST00000382989	ENSG00000196549	0	0	0	0	2	0
ENST00000382998	ENSG00000134030	0	0	0	0	1	0
ENST00000383029	ENSG00000136319	1	1	0	3	3	4
ENST00000383038	ENSG00000206195	3	0	3	2	2	1
ENST00000383056	ENSG00000134779	0	0	4	0	5	0
ENST00000383083	ENSG00000114698	0	0	1	2	1	1
ENST00000383163	ENSG00000206260	0	0	0	0	0	2
ENST00000383202	ENSG00000118007	0	1	0	2	0	1
ENST00000383229	ENSG00000182923	0	3	5	4	7	10
ENST00000383233	ENSG00000134490	1	1	1	0	3	3
ENST00000383237	ENSG00000204428	0	1	0	0	0	1
ENST00000383263	ENSG00000184984	1	0	0	0	0	0
ENST00000383276	ENSG00000141446	0	0	0	3	1	0
ENST00000383282	ENSG00000113971	3	5	6	3	1	5
ENST00000383314	ENSG00000101654	142	118	151	303	253	268
ENST00000383329	ENSG00000204525	7	19	12	0	4	1
ENST00000383374	ENSG00000183323	0	9	1	9	12	4
ENST00000383432	ENSG00000017797	0	4	0	2	0	0
ENST00000383461	ENSG00000206417	2	0	1	1	2	1
ENST00000383572	ENSG00000197763	0	0	0	1	0	0
ENST00000383578	ENSG00000132199	0	0	0	1	3	0
ENST00000383589	ENSG00000101557	0	0	1	2	0	2
ENST00000383606	ENSG00000215160	2	0	2	0	0	0
ENST00000383620	ENSG00000206341	0	1	0	1	0	0
ENST00000383640	ENSG00000204657	0	0	0	0	1	0
ENST00000383657	ENSG00000206527	105	86	170	272	309	305
ENST00000383675	ENSG00000163608	0	1	0	6	0	3
ENST00000383677	ENSG00000163607	1	19	2	1	1	2
ENST00000383678	ENSG00000163607	123	190	233	331	320	358
ENST00000383693	ENSG00000206535	10	26	29	39	75	52
ENST00000383694	ENSG00000168386	9	6	14	662	629	670
ENST00000383699	ENSG00000175161	0	0	0	0	1	0
ENST00000383701	ENSG00000163378	8	12	21	31	45	36
ENST00000383714	ENSG00000168291	16	39	44	64	105	67
ENST00000383715	ENSG00000168297	0	0	0	1	0	0
ENST00000383716	ENSG00000168297	0	0	0	5	3	6
ENST00000383718	ENSG00000163681	4	1	2	0	0	0
ENST00000383721	ENSG00000114904	0	0	0	0	0	3
ENST00000383729	ENSG00000178467	8	3	224	1	223	0
ENST00000383733	ENSG00000225697	0	0	0	1	0	0
ENST00000383734	ENSG00000114268	0	0	0	0	1	0
ENST00000383744	ENSG00000186448	1	6	4	13	19	20
ENST00000383745	ENSG00000186448	0	2	0	9	8	14
ENST00000383746	ENSG00000179152	21	41	57	40	73	60
ENST00000383748	ENSG00000240747	3	1	2	319	417	314
ENST00000383773	ENSG00000174738	0	2	1	0	0	0
ENST00000383775	ENSG00000154813	259	300	450	647	730	579
ENST00000383779	ENSG00000131373	0	0	0	0	1	0
ENST00000383789	ENSG00000206562	6	10	25	26	25	37
ENST00000383790	ENSG00000206562	0	2	1	2	2	1
ENST00000383791	ENSG00000131370	0	0	0	3	10	3
ENST00000383794	ENSG00000154781	315	196	375	824	1023	960
ENST00000383801	ENSG00000157020	0	5	2	3	5	14
ENST00000383808	ENSG00000206567	28	17	27	7	18	6
ENST00000383811	ENSG00000163703	0	42	43	23	29	46
ENST00000383812	ENSG00000163702	0	1	0	0	0	0
ENST00000383815	ENSG00000163701	4	2	4	4	2	1
ENST00000383817	ENSG00000187288	2	5	8	0	0	0
ENST00000383820	ENSG00000156990	875	1333	1077	673	581	773
ENST00000383825	ENSG00000114026	0	0	0	1	0	0
ENST00000383826	ENSG00000114026	5	15	5	10	4	9
ENST00000383827	ENSG00000214021	0	0	1	0	0	0
ENST00000383829	ENSG00000156983	0	0	0	2	0	0
ENST00000383836	ENSG00000196220	1	9	6	2	1	1
ENST00000383843	ENSG00000144455	7	11	14	40	34	40
ENST00000383847	ENSG00000175182	0	0	0	0	1	0
ENST00000383850	ENSG00000201680	0	0	0	1	1	0
ENST00000383856	ENSG00000206583	0	0	0	0	0	1
ENST00000383858	ENSG00000206585	0	2	0	0	8	0
ENST00000383872	ENSG00000206599	0	0	0	0	1	0
ENST00000383873	ENSG00000206600	0	1	1	3	3	1
ENST00000383874	ENSG00000206601	0	0	0	0	0	25
ENST00000383885	ENSG00000206612	1	5	6	6	6	7
ENST00000383898	ENSG00000206625	1	2	2	2	7	5
ENST00000383900	ENSG00000206627	0	0	3	0	0	1
ENST00000383910	ENSG00000206637	0	2	0	0	0	0
ENST00000383925	ENSG00000206652	1	1	1	0	0	0
ENST00000383933	ENSG00000206660	3	5	3	5	0	0
ENST00000383935	ENSG00000206662	0	0	0	0	1	0
ENST00000383948	ENSG00000206675	0	0	0	1	0	0
ENST00000383975	ENSG00000206702	0	0	1	0	0	0
ENST00000383979	ENSG00000206706	0	0	0	0	0	6
ENST00000383986	ENSG00000206713	0	1	0	0	0	0
ENST00000384010	ENSG00000206737	0	0	0	0	0	1
ENST00000384020	ENSG00000206747	0	0	0	0	0	1
ENST00000384036	ENSG00000206763	0	0	1	0	1	0
ENST00000384041	ENSG00000206768	0	0	1	0	0	0
ENST00000384063	ENSG00000206790	0	0	0	0	0	2
ENST00000384105	ENSG00000206832	0	0	1	0	1	0
ENST00000384119	ENSG00000206846	0	0	0	0	0	1
ENST00000384121	ENSG00000206848	0	0	0	0	1	1
ENST00000384132	ENSG00000206859	0	2	9	2	0	0
ENST00000384142	ENSG00000206869	1	0	0	0	0	0
ENST00000384151	ENSG00000206878	1	0	0	0	0	0
ENST00000384153	ENSG00000206880	0	0	0	0	0	1
ENST00000384172	ENSG00000206899	0	0	2	2	2	0
ENST00000384176	ENSG00000206903	9	3	4	12	6	9
