TXNAME	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
ENST00000417652	113.30731	117.88079	240.53752	268.79098	349.68974	275.43024
ENST00000417656	0	0	0	2.08169	2.14444	1.04224
ENST00000417657	1	0	1	1	0	0
ENST00000417685	3	0	1	0	0	0
ENST00000417688	0	0	0	0	0	1
ENST00000417689	30.61369	36.15712	50.86319	75.70367	83.40818	60.97138
ENST00000417691	9.70828	3.52505	12.08562	13.82143	4.96946	6.62249
ENST00000417692	46.88604	43.5102	50	42.93623	59	53.35904
ENST00000417693	2.90106	3.54666	9.19267	2.0407	3.15006	8.9486
ENST00000417694	0	2	0	0	0	0
ENST00000417710	14.24232	23.13436	21.36841	21.31315	26.2599	24.5994
ENST00000417736	0	0	1.2225	0	1.64756	2.64128
ENST00000417747	1	3	1	1	3	3
ENST00000417750	5.6258	6.14359	9.44104	0	3.39569	3.32147
ENST00000417796	0	3	0	2	3	2
ENST00000417799	0	0	0	3	0	0
ENST00000417807	13.35647	10.26823	13.49853	8.06345	3.67386	8
ENST00000417808	13.09868	0	0	0	0	0
ENST00000417816	0	4.64347	3.30952	1.37043	3.3243	13.56949
ENST00000417819	2.19839	3.14147	4.61	2.83978	3.98565	8.18828
ENST00000417826	291.06977	220.67422	241.30055	230.78061	217.81982	177.62793
ENST00000417835	0	0	1.56858	0	0	0
ENST00000417845	11.90305	8.75	13	30	15	12
ENST00000417849	0	0	0	7.72633	6.66303	8
ENST00000417863	0	0	1	0	1	1
ENST00000417868	0	0	0	0	1	1
ENST00000417871	0	0	0.55471	0	0	2.05421
ENST00000417878	91	94	178	94	107	87
ENST00000417882	0	0	1	0	0	1
ENST00000417886	12	23.1103	25.08122	13.03439	15	15.01888
ENST00000417897	141.89402	133.59603	171.28837	143.87912	140.16825	138.19141
ENST00000417901	179.41875	90.42069	132.10663	79.10686	118.91087	136.85644
ENST00000417902	5.20237	0	0	1.00549	0	1
ENST00000417903	9.4985	7.27656	5.13267	27.81345	43.623	35.8398
ENST00000417912	0	0	0	1.43245	0	2.27561
ENST00000417917	0	1.60098	4.97495	12.40684	0	5.84437
ENST00000417934	482.97794	5.43368	40.63742	2.97397	17.3162	4.0477
ENST00000417955	0	3.06703	0	0	0	1.35802
ENST00000417959	0	1	0	0	0	0
ENST00000417963	25.16537	9.37022	25.28032	8.17496	6.7775	10.41134
ENST00000417977	0	0	0	13	29	12
ENST00000417981	56.80706	93.90892	97.5338	75.51544	69.57448	75.71159
ENST00000417982	4.09542	0	1e-05	7.37812	0	8.68572
ENST00000417985	0	0	0	0	1	1
ENST00000418001	2	5	1	1	6	3
ENST00000418005	0	1	0	1	8.07592	10.22365
ENST00000418022	2.55436	12.94631	6.61978	43.41293	51.72989	37.84183
ENST00000418033	0	0	2.02151	0	0	1.00578
ENST00000418039	2.59583	0	9.70937	0	14.72023	0
ENST00000418040	0	1.14426	0	2.82578	0	0
ENST00000418041	0	1	0	0	0	0
ENST00000418050	27	5	13	18	9	16
ENST00000418063	0	0	0	53.13034	50.39302	34.2473
ENST00000418093	0	0	0	3	1	2
ENST00000418099	0	3.30518	0	2.22703	2.25148	3.29614
ENST00000418100	9.02415	3.66431	7.2	83.81209	30.6596	39.92501
ENST00000418105	1.375	6.65818	5.81395	19.52519	20.49336	28.11854
ENST00000418107	14.59828	41.94564	21.51849	93.31608	85.84097	111.74427
ENST00000418109	6.00464	11.17462	5.13835	70.46448	62.91027	67.81195
ENST00000418115	7557.43057	9993.94346	10865.64293	12644.05162	14162.29763	14768.26367
ENST00000418141	0	0	0	0	1	0
ENST00000418146	60.1202	32.83108	55.76848	34.87051	30.36427	18.49799
ENST00000418149	0	0	0	1.03053	0	3
ENST00000418154	6	7	9	1	3	6
ENST00000418162	1	0	1	0	0	1
ENST00000418170	65.27846	82.65403	144.35866	191.57231	228.59473	203.38188
ENST00000418186	24.45181	15.99102	21.41835	24.9251	12.07848	29.50391
ENST00000418194	12.67456	15.6876	33.0007	57.73267	65.69198	35.22635
ENST00000418210	209.59656	99.04475	150.49722	125.20311	161.3745	9.21846
ENST00000418212	0	1.35185	0	0	0	0
ENST00000418217	1	0	0	0	0	0
ENST00000418242	0	1.01365	0	0	0	0
ENST00000418244	0	4	1	7	1	2
ENST00000418261	2.11596	3.09041	3.07313	7.63832	4.56576	5.32687
ENST00000418271	1	2	1	53.96	66.81798	52.7192
ENST00000418277	1.1681	3.30736	5.00481	2	5.00736	0
ENST00000418284	0	0	0	0	1	0
ENST00000418294	0	0	0	0	0	4.07028
ENST00000418299	24.05402	28.08867	38.48784	140.83073	200.46933	149.53229
ENST00000418303	1	1	0	0	1	0
ENST00000418304	6.95088	7.28337	7.93612	7.67817	20.77872	11.92626
ENST00000418309	13.72558	23	7.79555	44.53738	67.63235	35.10316
ENST00000418311	0	1	2	0	0	0
ENST00000418329	216.59698	43.54039	27.38274	41.26169	28.55156	40.18177
ENST00000418337	144.21186	99.7882	127.64161	228.06165	232.29194	212.62221
ENST00000418351	2	1	2	0	5	0
ENST00000418368	0	28.23424	20.54421	26.06406	38.87237	40.37018
ENST00000418370	0	7.0636	8.54555	11.09561	0	1.30984
ENST00000418383	1.19952	0	1.12921	3.30296	2.34551	2.31959
ENST00000418385	3	15	4	2	8	4
ENST00000418388	7.07197	8.73339	251.16922	8.39565	16.26472	24.06615
ENST00000418389	26.3548	16.1674	32.45174	95.03665	89.04526	115.35218
ENST00000418391	175.72147	281.66182	323.74394	251.53959	198.49075	206.89581
ENST00000418425	0	0	0	3.63228	1.23669	0
ENST00000418431	10.13582	8.02379	13.82181	6.54087	8	16.94004
ENST00000418436	6.25837	1.04161	6.20691	12.31818	15.53091	6.13617
ENST00000418438	0	36.95044	11.24446	14.97166	10.31285	3.77654
ENST00000418441	1	2	2	2	4	1
ENST00000418446	0	2.00298	0	1	2.00785	1.00233
ENST00000418450	6.35383	2.30966	3.53887	4.4779	7.73116	1.06954
ENST00000418460	26	25	27	82	69	112
ENST00000418480	0	1.02459	0	0	1.18063	0
ENST00000418521	2	0	0	1	1	1
ENST00000418527	68.08646	92.27944	163.45708	128.13486	185.58713	128.39435
ENST00000418532	12.00095	15.86999	4	2	0	0
ENST00000418538	1	1	0	0	0	1
ENST00000418539	31	8	31	25	46	44
ENST00000418564	0	0	0	0	1	0
ENST00000418574	0	1	0	0	0	0
ENST00000418595	11	0	1	3	3	1
ENST00000418596	89.55837	28.46815	45.41316	46.19535	24.70214	34.03238
ENST00000418611	0	0	1.03628	3.02603	0	2.09128
ENST00000418617	0	4	0	11.68254	14	5
ENST00000418623	767	775	1012	754	875	765
ENST00000418634	2	3	4	0	1	0
ENST00000418653	0	0	8.55056	5.76799	2.43598	3.60396
ENST00000418655	0	0	0	1	0	0
ENST00000418663	1.98742	2	2	45.97914	32	29
ENST00000418664	1.32949	23.36921	49.58583	36.03271	0.00019	0.00014
ENST00000418670	2	0	1	4	0	0
ENST00000418675	2	1	8	3	3	2
ENST00000418694	0	0	0	0	0	1
ENST00000418700	0	0	0	1.02221	0	0
ENST00000418705	9.28887	7.06502	6.07208	16.17483	10.08508	41.38379
ENST00000418719	0	0	0	0	2.61973	2.122
ENST00000418729	0	0	0	0	4.08163	1
ENST00000418740	2600.3455	2339.21235	2962.12492	2938.30755	3233.34108	2909.83329
ENST00000418756	1.60901	0	7.875	5.80425	11.29522	5.52532
ENST00000418765	3.71367	5.9352	5.85337	8.55675	7.80502	9.25938
ENST00000418768	0	1.03411	0	0	0	0
ENST00000418779	1.20191	0	1.67649	0	0	0.15288
ENST00000418781	3.06582	0	1.12866	0	0	3.25946
ENST00000418783	22	21	30	10	23	16
ENST00000418795	5	8	4	53.99999	57	49.99999
ENST00000418797	0	0	0	0	1.00225	0
ENST00000418800	7.67098	18.00932	8.78253	4.2891	10.53943	7.47324
ENST00000418807	25.28412	83.03593	65.27431	31.62781	24.21209	23.21102
ENST00000418824	1081.79345	684.34274	774.47233	75.65525	420.2631	355.41056
ENST00000418839	3	0	1	1	1	1
ENST00000418852	1	0	1	0	0	0
ENST00000418866	5	4	11	26.96296	30.0885	32.63577
ENST00000418868	32.47626	31.82618	28.01358	16.37216	31.96172	24.8808
ENST00000418873	0	1	1	0	0	0
ENST00000418874	0	2	0	0	0	0
ENST00000418877	0	66	1	0	31	2
ENST00000418887	7	3	10	8	7	8
ENST00000418900	4.06583	6.04864	10.13291	10.10635	6.08428	15.1071
ENST00000418904	32.60234	43.41652	68.07808	4.35178	1.04126	3.24242
ENST00000418905	20.8947	10.8089	8.18563	12.19525	7.06177	14.56076
ENST00000418909	73	0	24.98758	36	49	26.4
ENST00000418910	0	0	0	0	0	2.1768
ENST00000418917	0	0	0	153.80966	141.99419	0
ENST00000418931	11.92038	18.86077	8.79179	192.66968	207.07388	162.8479
ENST00000418933	7.02931	9.01423	6.00232	4.01146	2.00264	1.00063
ENST00000418939	2	0	0	0	0	0
ENST00000418941	0	3	5	4	0	6
ENST00000418944	1	0	0	0	0	0
ENST00000418945	8.35647	14.37219	18	58.258	87.41765	66
ENST00000418954	49.22901	103.8527	123.91746	1	2.1172	1
ENST00000418966	0	0	0	0	1	0
ENST00000418976	675.1725	785.36577	920.97549	2212.70507	2376.55591	2051.88127
ENST00000418978	2.02071	6.03687	5.48431	16.10657	7.22321	9.07111
ENST00000418994	2	3	6.14576	4.02668	8	8.12348
ENST00000418996	1134.28871	1266.54077	1812.85472	1417.55947	1789.60201	1489.44039
ENST00000418997	85.62643	6.99725	29.93838	4.32923	15.8973	1.73969
ENST00000419016	698.22451	254.02327	406.1044	490.35785	666.87953	360.54022
ENST00000419018	0	0	0	2.05628	0	1.00608
ENST00000419023	1.1001	6.53383	2.11129	7.43908	10.59321	4.36698
ENST00000419026	6.12281	6.08921	7.99664	25.47074	20.53907	46
ENST00000419030	28	28	36	30	35	29
ENST00000419038	0	0	2	0	1	3
ENST00000419040	2.09316	20.26685	24.17803	42.06377	55.25457	50.59644
ENST00000419045	8	1	0	26	0	17
ENST00000419046	15.18881	23	30	15	14.28222	27.38257
ENST00000419065	0	0	0	420.15548	369.55062	369.98601
ENST00000419068	0	2.03878	0	4.09588	4.10756	3.03845
ENST00000419071	0	0	0	0	0	2.00811
ENST00000419089	1201	1168	1561	1058	1262	1049
ENST00000419091	5.23173	43.70276	69.29906	37.71314	27.3331	28.91486
ENST00000419093	0	0	0	3	2	0
ENST00000419098	0	1.01639	0	4.11354	1.05856	5.09569
ENST00000419102	0	0	0	1.05068	0	1.24011
ENST00000419103	2	3	1	13.5704	10	7.38862
ENST00000419113	6.39006	6.47045	7.56743	36.40975	38.02033	36.76346
ENST00000419114	0	2.26329	6.89234	13.10127	2.01894	5.03936
ENST00000419121	0	2.03385	1.9999	0	1.02649	1.02771
ENST00000419147	1.14366	2.2034	1	3.1415	5.11422	7.20486
ENST00000419150	5	0	6	2	2	1
ENST00000419155	1e-05	0	4.87687	6.10893	3.97345	0
ENST00000419164	125.99999	74.33257	79.99999	155.72556	157.2839	162.02502
ENST00000419165	10.7003	12.13789	11.44193	0	0	0
ENST00000419169	6.09341	12.75672	14.25282	11.01272	12.76982	24.17228
ENST00000419176	0	0	1	1	0	0
ENST00000419177	0	0	0	0	4.05025	0
ENST00000419181	16.23995	14.24751	22.55996	7.5643	18.37053	24.44537
ENST00000419184	27.3785	16.75668	21.08567	118.02692	91.782	104.98716
ENST00000419190	241.76285	277.71382	354.8628	120	139.24775	108.41722
ENST00000419196	3	5	7	0	0	0
ENST00000419198	942.30921	882.16631	894.36932	407.35395	448.86542	437.40521
ENST00000419205	110.57738	45.18484	80.66979	15.1289	35.00452	7.96712
ENST00000419210	1.00019	2.00026	1	1.00023	3	3
ENST00000419211	1.5	0	0	5.5	1.33333	1
ENST00000419219	0	1.01008	0	0	1.00785	0
ENST00000419233	0	0	0	3.02243	3.27681	2.41531
ENST00000419234	96.58675	156.45673	147.70902	199.23159	177.35487	206.9959
ENST00000419235	41.3808	17.59047	20.44988	13.45313	15.0669	12.96763
ENST00000419247	0	0	0	0	0	1.02122
ENST00000419253	0	1.19231	3.67221	2.37215	5.62513	5.55197
ENST00000419255	0	0	0	1.03259	0	1.06978
ENST00000419271	1	0	0	3	0	0
ENST00000419275	0	3	1	2	1	3
ENST00000419276	1.10055	1.01379	4.03609	1.07666	3.0236	2.01224
ENST00000419292	7.24047	6.23001	0	11.99026	10.81698	6.37633
ENST00000419304	192.99829	4034.11223	137.62217	3414.48305	4378.73229	3244.02715
ENST00000419307	0	0	0	0	2.07668	1.05611
ENST00000419308	119	88	60	377	467	282.38321
ENST00000419316	1	0	0	0	0	0
ENST00000419348	369.84324	405.30057	499.16538	1181.26062	1206.25858	1476.45639
ENST00000419349	79.24032	42.39053	33.99238	53.87285	94.68343	85.50466
ENST00000419361	1	0	0	0	0	0
ENST00000419364	0	0	0	13	26	18.375
ENST00000419386	1	4.00624	2.01014	1.00295	1.0054	0
ENST00000419390	0	1.94866	2.62194	14.46628	0	4.49537
ENST00000419413	0	0	0	1	0	2
ENST00000419421	4	3	3	2	2.5	4
ENST00000419422	7.16177	7.8617	4.42947	35.87614	43.71554	54.16813
ENST00000419436	0	0	0	3.01405	4	1.01102
ENST00000419438	0	0	1	0	0	0
ENST00000419443	2.00882	0	3	2	4.00663	5
ENST00000419445	131	148	166.9939	359	352.98295	322
ENST00000419463	0	0	0	3	3	0
ENST00000419475	0	2	2	0	1	0
ENST00000419477	10.33364	5.06855	3.02761	23.49978	30.25441	38.17539
ENST00000419497	0	2.9878	0	0	0	0
ENST00000419498	10	13	0	14	0	1
ENST00000419500	1	0	0	0	0	0
ENST00000419517	0	1	0	2.92449	1.75706	8.34286
ENST00000419532	0	1	2	1	1	0
ENST00000419534	0	3.18503	0	6.3443	13.69077	8.32589
ENST00000419541	0	1.02983	0	0	0	0
ENST00000419554	0	3.54519	2.64547	3.54112	4.91936	8.23252
ENST00000419562	8.08184	2.22608	3.47669	7.78595	21.17131	9.81788
ENST00000419579	1	0	0	2	1	0
ENST00000419582	0	0	0	11.02612	10.02069	14.0289
ENST00000419593	10.5212	58.60026	44.53278	33.20983	35.4452	52.90434
ENST00000419601	0	0	0	0	1.41818	1.11815
ENST00000419610	0	0	0	3.9155	2.14505	0
ENST00000419616	1.1076	1.13018	1.14607	0	0	0
ENST00000419617	190.45139	197.33936	297.88278	529.67911	623.20343	422.22491
ENST00000419625	0	0	1	0	0.14286	0.25
ENST00000419626	38	33	32.18858	62	40	57
ENST00000419628	2	1	1	2	1	2
ENST00000419629	1	1	1	0	0	0
ENST00000419639	0	0	0	1	0	6
ENST00000419662	0	0	1e-05	3.16051	0	1.02359
ENST00000419679	0	6	8	8	13	7
ENST00000419680	3.49939	0	0	0	1.00201	4.00192
ENST00000419686	370.88877	478.86217	557.293	357.41623	374.35096	323.47155
ENST00000419696	3	5	1	2	1	1
ENST00000419711	1437.56192	1701.27445	1899.97149	1616.28836	1574.85579	2032.4725
ENST00000419727	0	0	0	3.61832	0	1
ENST00000419733	0	0	0	0	1	0
ENST00000419736	21.62858	9.44708	24.18243	13.86981	26.83438	17.49746
ENST00000419743	0.4	6	2	21.95564	26.24192	33.55889
ENST00000419752	7.9665	22.28207	12.98623	7.90057	116.92696	10.29047
ENST00000419770	0	0	1	0	0	0
ENST00000419777	0	0	0	1	0	0
ENST00000419791	0	0	0	1.03317	0	0
ENST00000419794	0	0	0	0	1	0
ENST00000419813	27.125	12.52462	14.78261	38.86	31.85455	46.46905
ENST00000419814	0	0	1	0	0	0
ENST00000419821	47.63061	31.99702	29.95191	39.58657	49.0174	21.10725
ENST00000419825	1.14611	3.51156	1.14853	5.74009	4	5.50758
ENST00000419827	0	0	1	1	1	0
ENST00000419844	4	3	5	3	5	4
ENST00000419854	24.33566	0	4.03812	29.91279	5.18071	9.14143
ENST00000419869	1e-04	1690.64155	2006.03012	2521.83255	1563.87	86.26985
ENST00000419886	18.05542	12.10176	12.09041	46.81729	59.348	66.36441
ENST00000419897	0	0	1	5	6	6
ENST00000419900	44.46564	16.17757	54.30705	104.01741	99.0094	118.19472
ENST00000419902	1.77899	12.38386	11.73872	8.70211	6	11.58942
ENST00000419916	30.85764	42.63919	32.90819	28.05207	37.3671	48.95405
ENST00000419931	0	0	0	1.05038	4.51763	2.0625
ENST00000419937	0	1	3	9.17308	8.22857	1.2
ENST00000419955	1.13333	0	0.46734	55.58947	0	72.5263
ENST00000419967	14.47604	1.18637	5.47568	26.58312	25.60154	29.31204
ENST00000419968	1.03129	0	2.39131	0	0	0
ENST00000419975	2	0	1	3	3	2
ENST00000419995	9	9	7	10	11	10
ENST00000419999	1.63766	0	0	0	0	0
ENST00000420006	0	0	0	4.06038	0	0
ENST00000420014	0	0	1	1	2	0
ENST00000420040	0	1	1	0	6	2
ENST00000420044	0	0	1	0	0	0
ENST00000420057	0	0	0	3.29755	4.42971	4.30251
ENST00000420058	10.83531	8.76653	13.84472	334.54392	331.90404	259.59431
ENST00000420065	6.69104	5.29412	5.68991	42.28097	30.74391	45.01183
ENST00000420074	5	1	3	7	8	5
ENST00000420089	1.0045	0	0	2.03462	8.04115	1.00295
ENST00000420091	0	0	0	2	1.31579	0
ENST00000420096	2	4	0	2.09219	2	1
ENST00000420099	0	0	0	3	0	0
ENST00000420103	0	0	4.00894	0	1.00529	0
ENST00000420111	2	5	2	5	2	10
ENST00000420115	2085.34272	1338.63599	1904.45816	3004.82298	1859.40071	2496.08074
ENST00000420118	0	0	0	0	0	4
ENST00000420128	0.80791	0	0	1.66667	0	3.5
ENST00000420138	3.01618	4	0	0	1.01927	0
ENST00000420141	24.59149	0	7.47925	2.15394	2.19996	3.35169
ENST00000420144	2.00992	2.00614	0	2.00996	0	0
ENST00000420148	1.07029	0	1	1	1	3
ENST00000420164	19.55896	25.58039	14.37768	89.47457	78.43344	53.77788
ENST00000420166	84.91822	87.12875	172.51237	227.82035	218.64064	195.79996
ENST00000420168	12.33333	19.66599	31.92	48.62503	53.33875	26.45584
ENST00000420195	2.49135	1	1.30359	4.56672	6.27771	2.12123
ENST00000420199	0	3.03231	3.15543	8.17496	11.48122	8.41022
ENST00000420209	0	30.30004	40.2559	0	40.64268	0
ENST00000420217	13.72076	36.49699	25.43284	69.22746	80.68664	42.25889
ENST00000420226	15	32	37	28	14	12
ENST00000420239	19.7494	30.09394	41.63835	31.67067	49.5671	58.85911
ENST00000420241	1	1	2	2	1	0
ENST00000420244	0	3.4479	0	0	0	0
ENST00000420250	0	0	1.01624	4.0493	5.07182	2.02556
ENST00000420252	9	9	15	30	19	12
ENST00000420282	1.09737	1.08027	0	2.10866	3.26421	2.15618
ENST00000420283	389.85792	450.75229	601.71533	747.62316	690.62314	720.50609
ENST00000420290	0	0	0	0	6.58771	0
ENST00000420296	27.03055	26.01535	40.02623	5.01025	63.08055	44.04146
ENST00000420302	4	0	2	1	3	1
ENST00000420316	128.00457	51.05486	64.77101	3.31415	8.47546	1.25368
ENST00000420319	0	1.01698	1	0	0	0.99998
ENST00000420326	4.38478	2.25443	1.47935	0	2.34157	1.04181
ENST00000420343	43.81567	50.96636	57.62605	56.13511	57.00373	60.22413
ENST00000420353	67.43368	57.19654	122.10286	92.06849	87.72699	142.4495
ENST00000420358	69.6263	26.47937	44.23366	62.25526	22.55521	16.93721
ENST00000420363	0	0	0	4.01284	5.03199	0
ENST00000420367	15.38462	30.91892	15.48148	37.56846	53.7931	53.0566
ENST00000420393	0	0	0	1.0524	7	2.04555
ENST00000420410	599.70232	465.74505	1025.8725	1e-05	5e-05	4e-05
ENST00000420415	0	0	0	9.64692	2.09601	0
ENST00000420416	0	0	0	0	2.03819	0
ENST00000420433	5.68944	25.01306	37.49309	5.24	6.18842	7.40647
ENST00000420436	27.41339	24.30227	33.52584	0	0	0
ENST00000420450	7.37094	1.93804	2.00077	7.75498	9.63866	1.89135
ENST00000420455	5.23497	28.01379	12.17009	8.22227	38.00034	41.58572
ENST00000420474	0	0	0	0	1.74473	0
ENST00000420488	29.09785	59.31122	47.56255	6.13898	11.13936	7.43107
ENST00000420492	1	2	0	6	5	6
ENST00000420496	84	275	205.71429	10	18	13
ENST00000420509	8	4	0	30.90909	43.55556	22.53333
ENST00000420513	2	1.01755	1	1	3.10676	1
ENST00000420515	7.39473	0.22831	4.17333	0	1.43837	3.57609
ENST00000420525	1.00938	0	1.00148	0	0	0
ENST00000420536	2.03009	0	1.01743	1.01263	1.01563	4.08824
ENST00000420541	0	2.6602	1.29281	1.18729	7.24512	1.1594
ENST00000420542	0	19.66812	24.46233	2.18823	18.81691	10.41394
ENST00000420543	138.7508	212.83253	219.73118	381.26348	445.27295	423.69823
ENST00000420550	1	0	2	1	2	1
ENST00000420552	0	0	3	2	2	1
ENST00000420554	139.40633	230.9706	218.17079	265.62606	244.80665	279.34931
ENST00000420557	0.66667	1	5	2	5	2
ENST00000420563	0	1.53217	1.27214	1.15256	1.55044	0
ENST00000420576	1.23664	1.10888	3.46421	8.82653	14.64419	10.91727
ENST00000420578	120.43505	148.75073	219.96069	134.65989	145.44843	85.91618
ENST00000420581	1	0	2	14.83288	18	15
ENST00000420584	11.31211	3.96472	1.33566	22.22762	22.90283	29.2664
ENST00000420605	229.92669	260.08116	265.20275	226.0389	177.19782	174.01236
ENST00000420607	1.09225	3.36014	4.70512	9.68034	5.45947	10.42903
ENST00000420608	1	0	0	0	0	0
ENST00000420613	47.52634	119.01455	147.7782	113.4382	127.38117	161.08304
ENST00000420615	0	1.12018	0	1.02441	0	0
ENST00000420619	1.79126	2.75088	3.18393	0	0	0
ENST00000420626	0	0	0	0	1	0
ENST00000420637	0	0	0	0	1.00572	0
ENST00000420647	0	0	5.53846	1.2	3.14286	4.5
ENST00000420651	0	0	0	2	2	4
ENST00000420665	0	1.00563	0	1.00073	0	1.00345
ENST00000420686	29.57855	0	1e-05	27.08329	11.06801	1e-05
ENST00000420695	4.5	7	4.5	2	6	4.99998
ENST00000420698	7.57641	2.10312	11.5821	27.90555	52.71092	29.58046
ENST00000420700	15.88959	25.53964	4.35028	35.17155	46.96493	48.47599
ENST00000420702	32.67382	52.44702	46.5998	48.80459	68.28115	52.62042
ENST00000420706	1e-05	0	8.01486	0	1.35739	18.23739
ENST00000420712	3.01458	2.00718	2.00728	0	0	0
ENST00000420715	2.33342	3.1417	3.24723	17.02792	23.2284	27.15193
ENST00000420717	0	2	0	3	2	2
ENST00000420726	0	0	0	0	1	1
ENST00000420734	0	0	0	1	0	0
ENST00000420757	7	8	14	10	3	5
ENST00000420758	0	0	0	0	1	16
ENST00000420759	0	2	2	1	2	1
ENST00000420762	0	0	0	0	1	0
ENST00000420764	2.84827	24.6602	44.09405	195.49087	157.02441	211.2591
ENST00000420774	0	0	0	0	1	0
ENST00000420788	1	0	0	1	1	2
ENST00000420791	5.22013	8.24293	13.83894	16.2849	10.97419	4.37512
ENST00000420796	0	0	0	0	1.132	2.53132
ENST00000420808	15.95586	14.14544	28.11603	27.36149	26.42452	31.36045
ENST00000420813	41.82606	22.42883	42.22598	55.92783	74.40406	66.10846
ENST00000420822	7	4	4	5	8	4
ENST00000420826	7475.86855	9693.5165	13494.36611	13414.89912	16087.44506	13983.83684
ENST00000420827	0	0	1.05211	1.07976	0	4.35354
ENST00000420829	0	0	0	1.02268	0	4.13571
ENST00000420843	656.02637	378.09766	444.16111	205.20126	224.05187	238.18718
ENST00000420846	124.13049	114.43039	108.91019	78.82244	75.10493	78.57493
ENST00000420850	117.61507	100.85308	132.70034	365.89687	520.81777	387.23645
ENST00000420864	46.65291	60.79949	69.46751	81.0698	80.15119	75.50249
ENST00000420868	0	0	0	124.67572	162.44837	147.44385
ENST00000420877	0	0	0	103.20928	100.42598	108.34004
ENST00000420879	3.07868	2.01436	17.15313	19.11957	33.35147	21.18754
ENST00000420891	0	0	2	0	0	0
ENST00000420893	0.83501	4.92542	0	24.90577	14.24412	11.23173
ENST00000420910	28.4133	22.83518	40	110.61696	63.12603	70.57522
ENST00000420911	3	1	0	2	1	1
ENST00000420918	771.37695	454.9238	905.0501	1030.79466	1274.0851	967.83709
ENST00000420922	0	0	2	2.61523	0	0
ENST00000420936	389.90892	814.92775	651.9651	677.19004	778.70797	845.26837
ENST00000420964	0	13.65672	11.79497	13.32324	9.17791	17.36428
ENST00000420968	0	0	0	0	0	1
ENST00000420969	2	1	2	5	4	6
ENST00000420970	0	1	0	2	0	0
ENST00000420976	1	0	1	0	0	0
ENST00000420977	20	33	45	4	12	9
ENST00000420982	0	5.66999	2.83088	3.2	2.40174	5.68991
ENST00000420993	1564.0799	432.80525	409.19087	266.69367	342.33086	315.39577
ENST00000420995	52.67092	77.11646	118.18537	49.30527	52.56893	51.99779
ENST00000420996	0	11	3	0	2	1
ENST00000420999	0.66667	0.33333	0	36.77107	33.93923	24
ENST00000421000	0	0	0	0	0	1
ENST00000421004	266.53495	258.09014	294.88535	312.31472	288.4282	327.78889
ENST00000421016	162.17897	31.90889	30.97894	26.24896	53.88664	67.58448
ENST00000421017	1529.50683	2821.49718	2659.52999	4004.25679	3933.36179	4345.71386
ENST00000421023	10	5	8	5	4	8
ENST00000421028	1.05263	1.5	0	1	0	0
ENST00000421033	9.71716	22.60171	21.4675	88.91555	141.43892	106.30565
ENST00000421043	4.50331	0	4.00916	0	0	0
ENST00000421044	4	3	2	2	1	1
ENST00000421047	1.08843	0	3.11143	6.19353	6.40054	8.20835
ENST00000421055	0	0	0	4	0	0
ENST00000421059	1	1	0	0	1	1
ENST00000421076	0	0	1	1	0	1
ENST00000421078	2	1	1	0	0	1
ENST00000421097	86.97458	187.25629	158.80014	108.94842	117.44934	131.24778
ENST00000421109	109.55348	80.37718	142.69573	120.79414	195.1693	164.39685
ENST00000421118	0	0	0	0	1	1
ENST00000421129	28	18	38	52	50	1
ENST00000421138	14.78307	7.21948	11.23587	58.3745	67.78385	48.58432
ENST00000421150	0	0	1	0	1	1
ENST00000421157	7	2	6	7	12.72727	2
ENST00000421162	0	0	0	1	1	0
ENST00000421176	20	15	28	98.8	105.99999	98.99999
ENST00000421179	8	3	12	9	10	5
ENST00000421196	0	0	0	4.51428	3.30061	6.50861
ENST00000421198	0	0	0	0	0	1
ENST00000421199	0	0	0	1.08577	0	0
ENST00000421223	14.79972	12.93291	19.19881	32.05363	21.10237	14.67969
ENST00000421234	0	2.83333	6.63104	14.54969	2.97488	7.42927
ENST00000421239	89	50	127	239.9751	228.9661	227.95378
ENST00000421241	10.98782	48.56909	17.35691	22.27348	21.55877	30.2848
ENST00000421243	0	0	0	0	1	0
ENST00000421246	0	0	0	0	1	2
ENST00000421249	572.68845	602.2377	45.44886	65.34934	67.82737	39.17307
ENST00000421254	0	0	1.34839	0	9.24639	3
ENST00000421265	4	2	5	7.61617	8.43549	4.27451
ENST00000421275	0	2	1	28.01345	20.485	20.25881
ENST00000421276	182.94711	175.51024	298.78584	982.46976	793.05289	736.19887
ENST00000421284	22.4503	43.16503	82.22895	95.09482	110.47951	114.615
ENST00000421291	20	18	23	35	38	19
ENST00000421293	276.06128	385.27559	538.37472	658.20735	855.14526	633.46022
ENST00000421319	0	0	2	2.82448	2	0
ENST00000421337	0	0	0	24.09749	18.7915	14.15675
ENST00000421350	0	0	0	2.38819	1.24009	0
ENST00000421351	3013	4914	5197	6733	7469	6956
ENST00000421355	9	6.85714	16.91896	65.07534	46	70
ENST00000421363	0	0	0	1	0	0
ENST00000421365	39.66619	0	3	26.02348	1.31681	3.44056
ENST00000421367	462.67982	304.9692	101.72108	196.45096	457.06118	225.30703
ENST00000421376	1.26746	10.13775	0	2.58446	2.34451	0
ENST00000421391	0	3.18731	1.10372	0	2.2001	3.27143
ENST00000421400	0	0	0	0	1	0
ENST00000421404	0	2	1	0	1	4
